player,nation,pos,squad,born,mp,starts,min,gls,ast,pk,pkatt,crdy,crdr,gls_per_90,ast_per_90,g_plus_a_per_90,g_minus_pk_per_90,year,league
Marvin Compper,de GER,DF,Hoffenheim,1985,32,32,2810,2,1,0,0,4,0,0.06,0.03,0.1,0.06,2010,German
Diego Contento,de GER,DF,Bayern Munich,1990,14,12,1109,0,0,0,0,0,0,0,0,0,0,2010,German
Dedê,br BRA,DF,Dortmund,1978,4,0,35,0,0,0,0,0,0,0,0,0,0,2010,German
Ashkan Dejagah,ir IRN,"FW,MF",Wolfsburg,1986,23,10,1083,3,1,0,0,2,1,0.25,0.08,0.33,0.25,2010,German
Martín Demichelis,ar ARG,"DF,MF",Bayern Munich,1980,6,3,333,1,0,0,0,1,0,0.27,0,0.27,0.27,2010,German
Diego,br BRA,MF,Wolfsburg,1985,30,30,2620,6,9,0,2,5,0,0.21,0.31,0.52,0.21,2010,German
Edin Džeko,ba BIH,FW,Wolfsburg,1986,17,17,1516,10,0,0,1,4,0,0.59,0,0.59,0.59,2010,German
Christian Eichner,de GER,DF,Hoffenheim,1982,4,2,232,0,0,0,0,1,0,0,0,0,0,2010,German
Markus Feulner,de GER,MF,Dortmund,1982,6,0,30,0,0,0,0,0,0,0,0,0,0,2010,German
Roberto Firmino,br BRA,"FW,MF",Hoffenheim,1991,11,5,471,3,0,0,0,1,0,0.57,0,0.57,0.57,2010,German
Arne Friedrich,de GER,DF,Wolfsburg,1979,15,15,1330,0,0,0,0,7,1,0,0,0,0,2010,German
Mario Gómez,de GER,FW,Bayern Munich,1985,32,27,2443,28,2,1,2,2,0,1.03,0.07,1.11,0.99,2010,German
Mario Götze,de GER,"FW,MF",Dortmund,1992,33,29,2530,6,11,0,0,1,0,0.21,0.39,0.6,0.21,2010,German
Grafite,br BRA,FW,Wolfsburg,1979,28,22,1848,9,2,0,1,5,0,0.44,0.1,0.54,0.44,2010,German
Kevin Großkreutz,de GER,"DF,FW",Dortmund,1988,34,32,2584,8,6,0,0,3,0,0.28,0.21,0.49,0.28,2010,German
Manuel Gulde,de GER,DF,Hoffenheim,1991,1,0,24,0,0,0,0,0,0,0,0,0,0,2010,German
Luiz Gustavo,br BRA,"DF,MF",Hoffenheim,1987,17,17,1476,2,2,0,0,4,0,0.12,0.12,0.24,0.12,2010,German
Luiz Gustavo,br BRA,"DF,MF",Bayern Munich,1987,14,13,1069,1,0,0,0,1,0,0.08,0,0.08,0.08,2010,German
Daniel Haas,de GER,GK,Hoffenheim,1983,9,9,810,0,0,0,0,0,0,0,0,0,0,2010,German
Makoto Hasebe,jp JPN,"DF,MF",Wolfsburg,1984,23,19,1642,0,1,0,0,2,0,0,0.05,0.05,0,2010,German
Patrick Helmes,de GER,FW,Wolfsburg,1984,8,5,421,1,0,0,0,0,0,0.21,0,0.21,0.21,2010,German
Marwin Hitz,ch SUI,GK,Wolfsburg,1987,6,5,473,0,0,0,0,0,0,0,0,0,0,2010,German
Mats Hummels,de GER,DF,Dortmund,1988,32,32,2831,5,1,0,0,2,0,0.16,0.03,0.19,0.16,2010,German
Andreas Ibertsberger,at AUT,DF,Hoffenheim,1982,20,18,1629,0,0,0,0,1,0,0,0,0,0,2010,German
Vedad Ibiševi?,ba BIH,FW,Hoffenheim,1984,31,25,2111,8,2,1,1,3,0,0.34,0.09,0.43,0.3,2010,German
Koo Ja-cheol,kr KOR,MF,Wolfsburg,1989,10,1,289,0,0,0,0,3,0,0,0,0,0,2010,German
Matthias Jaissle,de GER,DF,Hoffenheim,1988,9,4,402,0,0,0,0,1,0,0,0,0,0,2010,German
Fabian Johnson,us USA,"DF,MF",Wolfsburg,1987,6,1,171,0,0,0,0,0,0,0,0,0,0,2010,German
Josué,br BRA,MF,Wolfsburg,1979,26,26,2155,0,0,0,0,4,0,0,0,0,0,2010,German
Shinji Kagawa,jp JPN,"FW,MF",Dortmund,1989,18,17,1362,8,1,0,0,2,0,0.53,0.07,0.59,0.53,2010,German
Thomas Kahlenberg,dk DEN,MF,Wolfsburg,1983,14,8,736,1,0,0,0,1,0,0.12,0,0.12,0.12,2010,German
Sebastian Kehl,de GER,"DF,MF",Dortmund,1980,6,3,229,0,0,0,0,1,0,0,0,0,0,2010,German
Simon Kjær,dk DEN,DF,Wolfsburg,1989,32,32,2830,1,0,0,0,6,0,0.03,0,0.03,0.03,2010,German
Miroslav Klose,de GER,FW,Bayern Munich,1978,20,9,878,1,0,0,0,2,0,0.1,0,0.1,0.1,2010,German
Thomas Kraft,de GER,GK,Bayern Munich,1988,12,12,1035,0,0,0,0,0,0,0,0,0,0,2010,German
Toni Kroos,de GER,MF,Bayern Munich,1990,27,19,1727,1,3,0,0,3,0,0.05,0.16,0.21,0.05,2010,German
Philipp Lahm,de GER,"DF,MF",Bayern Munich,1983,34,34,3060,3,2,2,3,3,0,0.09,0.06,0.15,0.03,2010,German
Mitchell Langerak,au AUS,GK,Dortmund,1988,1,1,90,0,0,0,0,0,0,0,0,0,0,2010,German
André Lenz,de GER,GK,Wolfsburg,1973,1,1,90,0,0,0,0,1,0,0,0,0,0,2010,German
Robert Lewandowski,pl POL,FW,Dortmund,1988,33,15,1591,8,1,0,0,4,0,0.45,0.06,0.51,0.45,2010,German
Alexander Madlung,de GER,DF,Wolfsburg,1982,20,4,572,0,0,0,0,2,0,0,0,0,0,2010,German
Mario Mandžuki?,hr CRO,"FW,MF",Wolfsburg,1986,24,15,1461,8,3,0,0,6,0,0.49,0.18,0.68,0.49,2010,German
Dieumerci Mbokani,cd COD,FW,Wolfsburg,1985,7,2,298,0,0,0,0,2,0,0,0,0,0,2010,German
Zvjezdan Misimovi?,ba BIH,MF,Wolfsburg,1982,1,0,45,0,0,0,0,0,0,0,0,0,0,2010,German
Peniel Mlapa,tg TOG,FW,Hoffenheim,1991,30,18,1643,4,1,0,0,6,0,0.22,0.05,0.27,0.22,2010,German
Thomas Müller,de GER,"FW,MF",Bayern Munich,1989,34,32,2788,12,11,0,0,2,0,0.39,0.36,0.74,0.39,2010,German
Chinedu Obasi,ng NGA,FW,Hoffenheim,1986,5,2,132,0,0,0,0,0,0,0,0,0,0,2010,German
Ivica Oli?,hr CRO,FW,Bayern Munich,1979,6,3,279,0,0,0,0,1,0,0,0,0,0,2010,German
Andreas Ottl,de GER,MF,Bayern Munich,1985,15,9,918,0,1,0,0,0,0,0,0.1,0.1,0,2010,German
Patrick Owomoyela,de GER,"DF,MF",Dortmund,1979,6,5,447,0,1,0,0,1,0,0,0.2,0.2,0,2010,German
Peter Pekarík,sk SVK,DF,Wolfsburg,1986,23,19,1792,0,3,0,0,5,0,0,0.15,0.15,0,2010,German
Lukasz Piszczek,pl POL,"DF,MF",Dortmund,1985,33,29,2666,0,4,0,0,2,0,0,0.14,0.14,0,2010,German
Jan Polák,cz CZE,MF,Wolfsburg,1981,12,9,736,1,0,0,0,2,0,0.12,0,0.12,0.12,2010,German
Danijel Pranji?,hr CRO,"DF,MF",Bayern Munich,1981,28,22,1997,0,4,0,0,2,0,0,0.18,0.18,0,2010,German
Dimitar Rangelov,bg BUL,"FW,MF",Dortmund,1983,1,0,14,0,0,0,0,0,0,0,0,0,0,2010,German
Franck Ribéry,fr FRA,"FW,MF",Bayern Munich,1983,25,22,1965,7,12,0,0,5,0,0.32,0.55,0.87,0.32,2010,German
Sascha Riether,de GER,"DF,MF",Wolfsburg,1983,28,28,2331,2,2,0,0,0,0,0.08,0.08,0.15,0.08,2010,German
Arjen Robben,nl NED,"FW,MF",Bayern Munich,1984,14,13,1130,12,8,0,0,3,1,0.96,0.64,1.59,0.96,2010,German
Sebastian Rudy,de GER,MF,Hoffenheim,1990,32,29,2454,1,5,0,0,4,0,0.04,0.18,0.22,0.04,2010,German
Nuri ?ahin,tr TUR,MF,Dortmund,1988,30,30,2585,6,8,0,2,4,0,0.21,0.28,0.49,0.21,2010,German
Sejad Salihovi?,ba BIH,"DF,MF",Hoffenheim,1984,26,24,2116,5,7,2,2,9,1,0.21,0.3,0.51,0.13,2010,German
Tuncay ?anl?,tr TUR,"FW,MF",Wolfsburg,1982,4,3,219,0,0,0,0,0,0,0,0,0,0,2010,German
Felipe Santana,br BRA,DF,Dortmund,1986,13,5,530,0,0,0,0,0,0,0,0,0,0,2010,German
Cícero Santos,br BRA,MF,Wolfsburg,1984,21,14,1173,1,1,0,0,6,0,0.08,0.08,0.15,0.08,2010,German
Marcel Schäfer,de GER,"DF,MF",Wolfsburg,1984,34,34,3060,0,6,0,0,1,0,0,0.18,0.18,0,2010,German
Marcel Schmelzer,de GER,DF,Dortmund,1988,34,34,3060,0,1,0,0,3,0,0,0.03,0.03,0,2010,German
Bastian Schweinsteiger,de GER,"DF,MF",Bayern Munich,1984,32,31,2728,4,6,0,1,6,0,0.13,0.2,0.33,0.13,2010,German
Gylfi Sigurðsson,is ISL,"FW,MF",Hoffenheim,1989,29,10,1257,9,2,2,2,0,0,0.64,0.14,0.79,0.5,2010,German
Antônio da Silva,br BRA,MF,Dortmund,1978,22,5,760,1,2,0,0,1,0,0.12,0.24,0.36,0.12,2010,German
Josip Šimuni?,hr CRO,DF,Hoffenheim,1978,10,7,627,0,0,0,0,2,1,0,0,0,0,2010,German
Tom Starke,de GER,GK,Hoffenheim,1981,25,25,2250,0,0,0,0,1,0,0,0,0,0,2010,German
Marco Stiepermann,de GER,"FW,MF",Dortmund,1991,4,0,28,0,0,0,0,0,0,0,0,0,0,2010,German
Neven Suboti?,rs SRB,DF,Dortmund,1988,31,31,2772,1,0,0,0,7,1,0.03,0,0.03,0.03,2010,German
Prince Tagoe,gh GHA,FW,Hoffenheim,1986,6,0,81,0,0,0,0,0,0,0,0,0,0,2010,German
Denis Thomalla,de GER,FW,Hoffenheim,1992,4,0,23,0,0,0,0,0,0,0,0,0,0,2010,German
Anatoliy Tymoshchuk,ua UKR,"DF,MF",Bayern Munich,1979,26,23,1992,3,1,0,0,3,0,0.14,0.05,0.18,0.14,2010,German
Daniel Van Buyten,be BEL,DF,Bayern Munich,1978,21,18,1602,2,0,0,0,1,0,0.11,0,0.11,0.11,2010,German
Jannik Vestergaard,dk DEN,DF,Hoffenheim,1992,1,0,1,0,0,0,0,0,0,0,0,0,0,2010,German
Isaac Vorsah,gh GHA,"DF,MF",Hoffenheim,1988,30,29,2530,3,0,0,0,3,1,0.11,0,0.11,0.11,2010,German
Boris Vuk?evi?,de GER,MF,Hoffenheim,1990,26,16,1540,2,1,0,0,3,0,0.12,0.06,0.18,0.12,2010,German
Roman Weidenfeller,de GER,GK,Dortmund,1980,33,33,2970,0,0,0,0,4,0,0,0,0,0,2010,German
Tobias Weis,de GER,MF,Hoffenheim,1985,17,13,1119,0,0,0,0,4,0,0,0,0,0,2010,German
Karim Ziani,dz ALG,MF,Wolfsburg,1982,5,4,322,0,0,0,0,1,0,0,0,0,0,2010,German
Mohamed Zidan,eg EGY,FW,Dortmund,1981,8,0,104,0,0,0,0,0,0,0,0,0,0,2010,German
Ignazio Abate,it ITA,"DF,MF",Milan,1986,29,26,2412,0,1,0,0,2,1,0,0.04,0.04,0,2010,Italian
Christian Abbiati,it ITA,GK,Milan,1977,35,35,3078,0,0,0,0,2,0,0,0,0,0,2010,Italian
Adriano,br BRA,FW,Roma,1982,5,2,241,0,0,0,0,0,0,0,0,0,0,2010,Italian
Denis Alibec,ro ROU,FW,Inter,1991,2,0,60,0,0,0,0,0,0,0,0,0,0,2010,Italian
Amauri,it ITA,FW,Juventus,1980,9,5,492,0,0,0,0,0,0,0,0,0,0,2010,Italian
Massimo Ambrosini,it ITA,MF,Milan,1977,18,16,1382,1,2,0,0,5,0,0.07,0.13,0.2,0.07,2010,Italian
Marco Amelia,it ITA,GK,Milan,1982,4,3,336,0,0,0,0,0,0,0,0,0,0,2010,Italian
Luca Antonini,it ITA,"DF,MF",Milan,1982,22,18,1623,0,1,0,0,2,0,0,0.06,0.06,0,2010,Italian
Alberto Aquilani,it ITA,MF,Juventus,1984,33,31,2657,2,5,0,0,3,0,0.07,0.17,0.24,0.07,2010,Italian
John Arne Riise,no NOR,"DF,MF",Roma,1980,32,32,2880,0,6,0,0,0,0,0,0.19,0.19,0,2010,Italian
Júlio Baptista,br BRA,"FW,MF",Roma,1981,7,0,164,0,0,0,0,1,0,0,0,0,0,2010,Italian
Andrea Barzagli,it ITA,DF,Juventus,1981,15,14,1284,0,0,0,0,1,0,0,0,0,0,2010,Italian
Giacomo Beretta,it ITA,FW,Milan,1992,1,0,6,0,0,0,0,0,0,0,0,0,0,2010,Italian
Jonathan Biabiany,fr FRA,"FW,MF",Inter,1988,14,9,700,0,2,0,0,0,0,0,0.26,0.26,0,2010,Italian
Kevin-Prince Boateng,gh GHA,"FW,MF",Milan,1987,26,18,1639,3,1,0,0,9,0,0.16,0.05,0.22,0.16,2010,Italian
Mark van Bommel,nl NED,MF,Milan,1977,14,14,1125,0,0,0,0,6,1,0,0,0,0,2010,Italian
Daniele Bonera,it ITA,DF,Milan,1981,16,15,1278,0,0,0,0,3,0,0,0,0,0,2010,Italian
Filippo Boniperti,it ITA,MF,Juventus,1991,1,0,45,0,0,0,0,0,0,0,0,0,0,2010,Italian
Leonardo Bonucci,it ITA,DF,Juventus,1987,34,32,2885,2,0,0,0,7,1,0.06,0,0.06,0.06,2010,Italian
Marco Borriello,it ITA,FW,Roma,1982,34,25,2283,11,3,1,1,2,0,0.43,0.12,0.55,0.39,2010,Italian
Marco Borriello,it ITA,FW,Milan,1982,1,1,59,0,0,0,0,0,0,0,0,0,0,2010,Italian
Matteo Brighi,it ITA,MF,Roma,1981,25,13,1279,1,0,0,0,4,0,0.07,0,0.07,0.07,2010,Italian
Gianluigi Buffon,it ITA,GK,Juventus,1978,16,16,1362,0,0,0,0,1,1,0,0,0,0,2010,Italian
Guillermo Burdisso,ar ARG,DF,Roma,1988,2,0,123,0,0,0,0,0,0,0,0,0,0,2010,Italian
Nicolás Burdisso,ar ARG,DF,Roma,1981,28,28,2415,2,0,0,0,7,3,0.07,0,0.07,0.07,2010,Italian
Esteban Cambiasso,ar ARG,MF,Inter,1980,30,28,2369,7,0,0,0,0,0,0.27,0,0.27,0.27,2010,Italian
Gianluca Caprari,it ITA,"FW,MF",Roma,1993,2,0,26,0,0,0,0,0,0,0,0,0,0,2010,Italian
Antonio Cassano,it ITA,FW,Milan,1982,17,9,921,4,7,2,2,1,1,0.39,0.68,1.07,0.2,2010,Italian
Marco Cassetti,it ITA,"DF,MF",Roma,1977,32,31,2596,0,1,0,0,10,0,0,0.03,0.03,0,2010,Italian
Luca Castellazzi,it ITA,GK,Inter,1975,15,13,1264,0,0,0,0,0,0,0,0,0,0,2010,Italian
Paolo Castellini,it ITA,DF,Roma,1979,7,5,385,0,0,0,0,0,0,0,0,0,0,2010,Italian
Júlio César,br BRA,GK,Inter,1979,25,25,2156,0,0,0,0,0,1,0,0,0,0,2010,Italian
Giorgio Chiellini,it ITA,DF,Juventus,1984,32,32,2880,2,1,0,0,3,0,0.06,0.03,0.09,0.06,2010,Italian
Cristian Chivu,ro ROU,DF,Inter,1980,24,24,1985,1,0,0,0,6,1,0.05,0,0.05,0.05,2010,Italian
Cicinho,br BRA,DF,Roma,1980,6,3,350,0,1,0,0,2,0,0,0.26,0.26,0,2010,Italian
Iván Córdoba,co COL,DF,Inter,1976,22,15,1537,0,0,0,0,4,1,0,0,0,0,2010,Italian
Philippe Coutinho,br BRA,"FW,MF",Inter,1992,13,8,781,1,0,0,0,1,0,0.12,0,0.12,0.12,2010,Italian
Paolo De Ceglie,it ITA,DF,Juventus,1986,7,6,460,0,0,0,0,0,0,0,0,0,0,2010,Italian
Daniele De Rossi,it ITA,"DF,MF",Roma,1983,28,28,2373,2,4,0,0,7,2,0.08,0.15,0.23,0.08,2010,Italian
Alessandro Del Piero,it ITA,"FW,MF",Juventus,1974,33,19,1823,8,3,3,3,0,0,0.39,0.15,0.54,0.25,2010,Italian
Doni,br BRA,GK,Roma,1979,16,14,1339,0,0,0,0,0,0,0,0,0,0,2010,Italian
Urby Emanuelson,nl NED,"DF,FW",Milan,1986,9,2,378,0,0,0,0,0,0,0,0,0,0,2010,Italian
Samuel Eto'o,cm CMR,FW,Inter,1981,35,35,2954,21,8,5,6,3,0,0.64,0.24,0.88,0.49,2010,Italian
Mathieu Flamini,fr FRA,MF,Milan,1984,22,14,1420,2,0,0,0,3,0,0.13,0,0.13,0.13,2010,Italian
Alessandro Florenzi,it ITA,"DF,FW",Roma,1991,1,0,5,0,0,0,0,0,0,0,0,0,0,2010,Italian
Gennaro Gattuso,it ITA,MF,Milan,1978,31,28,2196,2,2,0,0,7,0,0.08,0.08,0.16,0.08,2010,Italian
Manuel Giandonato,it ITA,MF,Juventus,1991,2,2,104,0,0,0,0,0,1,0,0,0,0,2010,Italian
Niccolò Giannetti,it ITA,FW,Juventus,1991,1,1,57,0,0,0,0,0,0,0,0,0,0,2010,Italian
Leandro Greco,it ITA,MF,Roma,1986,14,8,791,0,1,0,0,5,0,0,0.11,0.11,0,2010,Italian
Fabio Grosso,it ITA,"DF,MF",Juventus,1977,19,17,1597,0,2,0,0,6,0,0,0.11,0.11,0,2010,Italian
Zden?k Grygera,cz CZE,DF,Juventus,1980,13,9,907,0,0,0,0,1,0,0,0,0,0,2010,Italian
Vincenzo Iaquinta,it ITA,FW,Juventus,1979,19,8,964,4,3,0,0,1,0,0.37,0.28,0.65,0.37,2010,Italian
Zlatan Ibrahimovi?,se SWE,FW,Milan,1981,29,29,2530,14,11,3,4,8,2,0.5,0.39,0.89,0.39,2010,Italian
Filippo Inzaghi,it ITA,FW,Milan,1973,6,1,183,2,0,0,0,0,0,0.98,0,0.98,0.98,2010,Italian
Marek Jankulovski,cz CZE,"DF,MF",Milan,1977,5,3,193,0,0,0,0,0,0,0,0,0,0,2010,Italian
Juan,br BRA,DF,Roma,1979,30,28,2535,2,0,0,0,4,0,0.07,0,0.07,0.07,2010,Italian
Houssine Kharja,ma MAR,MF,Inter,1982,15,10,923,1,4,0,0,3,0,0.1,0.39,0.49,0.1,2010,Italian
Miloš Krasi?,rs SRB,MF,Juventus,1984,33,33,2604,7,8,0,0,4,0,0.24,0.28,0.52,0.24,2010,Italian
Davide Lanzafame,it ITA,"FW,MF",Juventus,1987,3,0,57,0,0,0,0,0,0,0,0,0,0,2010,Italian
Nicola Legrottaglie,it ITA,DF,Juventus,1976,5,2,214,1,0,0,0,0,0,0.42,0,0.42,0.42,2010,Italian
Nicola Legrottaglie,it ITA,DF,Milan,1976,1,0,38,0,0,0,0,0,0,0,0,0,0,2010,Italian
Alberto Libertazzi,it ITA,FW,Juventus,1992,1,0,2,0,0,0,0,0,0,0,0,0,0,2010,Italian
Bogdan Lobon?,ro ROU,GK,Roma,1978,6,6,495,0,0,0,0,0,0,0,0,0,0,2010,Italian
Simone Loria,it ITA,DF,Roma,1976,6,2,318,2,0,0,0,0,0,0.57,0,0.57,0.57,2010,Italian
Lúcio,br BRA,DF,Inter,1978,31,30,2688,1,1,0,0,5,0,0.03,0.03,0.07,0.03,2010,Italian
Mancini,br BRA,"FW,MF",Inter,1980,2,0,12,0,0,0,0,0,0,0,0,0,0,2010,Italian
Claudio Marchisio,it ITA,MF,Juventus,1986,32,32,2800,4,4,0,0,9,0,0.13,0.13,0.26,0.13,2010,Italian
McDonald Mariga,ke KEN,MF,Inter,1987,12,2,332,0,0,0,0,4,0,0,0,0,0,2010,Italian
Jorge Martínez,uy URU,"FW,MF",Juventus,1983,14,6,568,0,0,0,0,1,0,0,0,0,0,2010,Italian
Marco Materazzi,it ITA,DF,Inter,1973,8,6,551,0,0,0,0,2,0,0,0,0,0,2010,Italian
Alessandro Matri,it ITA,FW,Juventus,1984,16,15,1248,9,1,0,0,0,0,0.65,0.07,0.72,0.65,2010,Italian
Felipe Melo,br BRA,MF,Juventus,1983,29,28,2344,1,0,1,1,6,1,0.04,0,0.04,0,2010,Italian
Jérémy Ménez,fr FRA,"FW,MF",Roma,1987,32,23,1780,2,2,0,0,3,0,0.1,0.1,0.2,0.1,2010,Italian
Alexander Merkel,kz KAZ,MF,Milan,1992,6,6,416,0,0,0,0,1,0,0,0,0,0,2010,Italian
Philippe Mexès,fr FRA,DF,Roma,1982,22,21,1786,1,1,0,0,5,1,0.05,0.05,0.1,0.05,2010,Italian
Diego Milito,ar ARG,FW,Inter,1979,23,16,1424,5,5,0,0,1,0,0.32,0.32,0.63,0.32,2010,Italian
Marco Motta,it ITA,DF,Juventus,1986,22,19,1510,0,0,0,0,9,1,0,0,0,0,2010,Italian
Thiago Motta,it ITA,MF,Inter,1982,19,15,1364,4,3,0,0,5,0,0.26,0.2,0.46,0.26,2010,Italian
Sulley Muntari,gh GHA,MF,Inter,1984,8,1,208,1,0,0,0,2,0,0.43,0,0.43,0.43,2010,Italian
Yuto Nagatomo,jp JPN,DF,Inter,1986,13,10,915,2,0,0,0,0,0,0.2,0,0.2,0.2,2010,Italian
Felice Natalino,it ITA,DF,Inter,1992,2,1,126,0,0,0,0,0,0,0,0,0,0,2010,Italian
Alessandro Nesta,it ITA,DF,Milan,1976,26,26,2228,0,1,0,0,3,0,0,0.04,0.04,0,2010,Italian
Joel Obi,ng NGA,MF,Inter,1991,10,2,250,0,0,0,0,0,0,0,0,0,0,2010,Italian
Nwankwo Obiora,ng NGA,"DF,MF",Inter,1991,2,0,49,0,1,0,0,0,0,0,1.84,1.84,0,2010,Italian
Massimo Oddo,it ITA,DF,Milan,1976,7,3,435,0,1,0,0,1,0,0,0.21,0.21,0,2010,Italian
Nnamdi Oduamadi,ng NGA,"FW,MF",Milan,1990,1,0,6,0,0,0,0,0,0,0,0,0,0,2010,Italian
Stefano Okaka,it ITA,FW,Roma,1989,4,0,52,0,0,0,0,1,0,0,0,0,0,2010,Italian
Goran Pandev,mk MKD,FW,Inter,1983,27,17,1627,2,4,0,0,2,0,0.11,0.22,0.33,0.11,2010,Italian
Sokratis Papastathopoulos,gr GRE,DF,Milan,1988,5,3,344,0,0,0,0,1,0,0,0,0,0,2010,Italian
Alexandre Pato,br BRA,FW,Milan,1989,25,19,1590,14,5,0,0,3,0,0.79,0.28,1.08,0.79,2010,Italian
Giampaolo Pazzini,it ITA,FW,Inter,1984,17,14,1217,11,0,0,0,0,0,0.81,0,0.81,0.81,2010,Italian
Simone Pepe,it ITA,"FW,MF",Juventus,1983,30,22,2006,5,1,0,0,9,0,0.22,0.04,0.27,0.22,2010,Italian
Simone Perrotta,it ITA,MF,Roma,1977,25,22,1826,3,2,0,0,5,1,0.15,0.1,0.25,0.15,2010,Italian
Andrea Pirlo,it ITA,MF,Milan,1979,17,12,1142,1,3,0,0,3,0,0.08,0.24,0.32,0.08,2010,Italian
David Pizarro,cl CHI,MF,Roma,1979,22,21,1837,1,1,1,1,3,0,0.05,0.05,0.1,0,2010,Italian
Fabio Quagliarella,it ITA,FW,Juventus,1983,17,17,1305,9,2,0,0,0,0,0.62,0.14,0.76,0.62,2010,Italian
Andrea Ranocchia,it ITA,DF,Inter,1988,18,17,1483,1,1,0,0,2,0,0.06,0.06,0.12,0.06,2010,Italian
Leandro Rinaudo,it ITA,DF,Juventus,1983,1,1,74,0,0,0,0,1,0,0,0,0,0,2010,Italian
Robinho,br BRA,"FW,MF",Milan,1984,34,26,2328,14,2,0,0,2,0,0.54,0.08,0.62,0.54,2010,Italian
Flavio Roma,it ITA,GK,Milan,1974,1,0,6,0,0,0,0,0,0,0,0,0,0,2010,Italian
Ronaldinho,br BRA,"FW,MF",Milan,1980,11,7,608,0,3,0,0,0,0,0,0.44,0.44,0,2010,Italian
Aleandro Rosi,it ITA,"DF,MF",Roma,1987,16,7,791,1,0,0,0,7,0,0.11,0,0.11,0.11,2010,Italian
Hasan Salihamidži?,ba BIH,"DF,MF",Juventus,1977,10,1,225,0,1,0,0,2,0,0,0.4,0.4,0,2010,Italian
Walter Samuel,ar ARG,DF,Inter,1978,10,8,656,0,0,0,0,0,0,0,0,0,0,2010,Italian
Davide Santon,it ITA,DF,Inter,1991,12,5,484,0,1,0,0,1,0,0,0.19,0.19,0,2010,Italian
Éric Abidal,fr FRA,DF,Barcelona,1979,26,23,2023,0,0,0,0,3,0,0,0,0,0,2010,Spanish
Lautaro Acosta,ar ARG,"FW,MF",Sevilla,1988,10,2,283,0,1,0,0,3,0,0,0.32,0.32,0,2010,Spanish
Antonio Adán,es ESP,GK,Real Madrid,1987,3,2,260,0,0,0,0,0,0,0,0,0,0,2010,Spanish
Emmanuel Adebayor,tg TOG,FW,Real Madrid,1984,14,6,744,5,0,0,1,0,0,0.6,0,0.6,0.6,2010,Spanish
Adriano,br BRA,"DF,MF",Barcelona,1984,14,11,937,0,1,0,0,3,0,0,0.1,0.1,0,2010,Spanish
Ibrahim Afellay,nl NED,"FW,MF",Barcelona,1986,16,7,669,1,0,0,0,1,0,0.13,0,0.13,0.13,2010,Spanish
Sergio Agüero,ar ARG,FW,Atlético Madrid,1988,32,31,2662,20,3,1,1,6,0,0.68,0.1,0.78,0.64,2010,Spanish
Luiz Alberto,br BRA,DF,Sevilla,1977,1,0,29,0,0,0,0,0,0,0,0,0,0,2010,Spanish
Raúl Albiol,es ESP,DF,Real Madrid,1985,20,13,1158,0,0,0,0,3,1,0,0,0,0,2010,Spanish
Thiago Alcántara,es ESP,MF,Barcelona,1991,12,6,666,2,0,0,0,1,0,0.27,0,0.27,0.27,2010,Spanish
Alexis,es ESP,DF,Sevilla,1985,21,21,1836,0,0,0,0,8,1,0,0,0,0,2010,Spanish
Alejandro Alfaro,es ESP,"FW,MF",Sevilla,1986,20,8,727,2,2,0,0,1,0,0.25,0.25,0.5,0.25,2010,Spanish
Xabi Alonso,es ESP,MF,Real Madrid,1981,34,29,2665,0,5,0,0,12,0,0,0.17,0.17,0,2010,Spanish
Dani Alves,br BRA,"DF,MF",Barcelona,1983,35,31,2905,2,14,0,0,10,0,0.06,0.43,0.5,0.06,2010,Spanish
Luis Amaranto Perea,co COL,DF,Atlético Madrid,1979,28,28,2397,0,0,0,0,11,1,0,0,0,0,2010,Spanish
José Antonio Reyes,es ESP,MF,Atlético Madrid,1983,34,34,2904,6,9,0,1,7,1,0.19,0.28,0.46,0.19,2010,Spanish
Álvaro Arbeloa,es ESP,DF,Real Madrid,1983,26,20,1861,0,1,0,0,6,1,0,0.05,0.05,0,2010,Spanish
Paulo Assunção,br BRA,MF,Atlético Madrid,1980,24,17,1456,0,0,0,0,8,0,0,0,0,0,2010,Spanish
Marc Bartra,es ESP,DF,Barcelona,1991,2,2,180,1,,0,,0,0,0.5,,,0.5,2010,Spanish
Karim Benzema,fr FRA,FW,Real Madrid,1987,33,20,1898,15,4,0,0,1,0,0.71,0.19,0.9,0.71,2010,Spanish
Sergio Busquets,es ESP,MF,Barcelona,1988,28,25,2300,1,2,0,0,5,0,0.04,0.08,0.12,0.04,2010,Spanish
Martín Cáceres,uy URU,DF,Sevilla,1987,25,24,2129,1,3,0,0,6,0,0.04,0.13,0.17,0.04,2010,Spanish
Sergio Canales,es ESP,"FW,MF",Real Madrid,1991,10,3,286,0,1,0,0,2,0,0,0.31,0.31,0,2010,Spanish
Diego Capel,es ESP,MF,Sevilla,1988,27,17,1577,0,2,0,0,2,0,0,0.11,0.11,0,2010,Spanish
José Carlos,es ESP,"FW,MF",Sevilla,1987,6,2,175,0,1,0,0,0,0,0,0.51,0.51,0,2010,Spanish
Ricardo Carvalho,pt POR,DF,Real Madrid,1978,33,31,2773,3,0,0,0,11,2,0.1,0,0.1,0.1,2010,Spanish
Iker Casillas,es ESP,GK,Real Madrid,1981,35,35,3062,0,0,0,0,3,1,0,0,0,0,2010,Spanish
